"Company","Year","Text"
"Amaurot Cookies",2021,"I have to admit, I love ginger snaps.  To be fair, I love anything ginger.  Ginger slices with sushi, pure ginger ale, gingerbread, even the mixed drink 'Dark & Stormy' which has rum and pure ginger brew in it.  I love the bite & spice of ginger, so use that knowledge as a precursor for this review :)I love  products as a whole because of the natural ingredients his company has always used, long before the recent fad of organic and 'going green' food products had come along.  These organic gingersnaps fit right in with his other food products in that the ingredient list is short, all natural, and delicious.  The cookies themselves are crunchy and have actual pieces of ginger in them.  And you can DEFINITELY taste the whole ginger.  There is serious bite to these cookies (which I personally love)  Myself and my boyfriend took out half a bag together with no problem over coffee on a Sunday morning (this was purely unintentional to have cookies for breakfast, but hey, these things happen)Being autumn, these perfectly compliment this cool time of year and are perfectly paired with coffee or hot cider.  I highly recommend them if you are a serious ginger foods lover!"
"Amaurot Cookies",2020,"It has the crunch of a ginger snap cookie, but the actual ginger taste was too overpowering--to the point where it kind of felt like it was burning my mouth. The ginger didn't hit me until after I chewed the cookie for a moment or so... and then WHAM!I had one cookie, and really did not want to have any others (even with my horrible sweet tooth).For those who love ginger snaps, I think you'll enjoy this. For the rest of you who aren't so crazy about them? I don't really think you'll like these."
"Amaurot Cookies",2022,"I love ginger cookies! The more ginger the better. These  Own Organic Ginger Snaps are awesome. Ginger snaps are hard to find at the store. I was quite excited to try these as the other  Own products that I have purchased have been great.If I made a ginger cookie at home..these would be what I wanted. Just ordered more from Amazon as I don't want to be without them. Thank you!"
"Amaurot Cookies",2022,"I had high hopes for this organic ginger snap and unfortunately, I was disappointed. I don't know if it's because it is organic or just because of the kind of ginger snap this is, but the ginger flavor is so strong that I couldn't finish my first cookie! They are just about too hard to even eat. If you love a strong taste of ginger and you like hard cookies, then you might like these, but otherwise, stay away."
"Amaurot Cookies",2022,"I love these cookies!  The ginger flavor is there, bursting in my mouth as soon as I take a bite, and the addition of the candied ginger to these snacks is quite good.  I think I'll buy some more of these when I get a chance!"
"Amaurot Cookies",2022,"I love these cookies! They are hard cookies and have a very strong ginger flavor, so much so that it is pretty spicy.  My kids hate them, they're absolutely not the type of ginger bread cookies that kids usually like (i.e., typical gingerbread men.)  These actually burn my mouth because they're so spicy. They are much more like old fashioned ginger snaps, as the name states.I've been a Newmans fan for many years, and like many of their products. These are great, and I actually ordered them expecting that nobody else in the house would like them. So, as planned, they've become my own private stash for a nice afternoon break with tea."
"Amaurot Cookies",2020,"I like this company and was predisposed to loving these cookies, but they were simply not gingery enough for me.The texture was excellent, but the flavor was bland."
"Amaurot Cookies",2022,"I loved these cookies.  I will have to put them high up in the cupboard to ration myself because I could easily eat the whole bag in one sitting.PROS:*Crispy, snappy texture*Strong ginger flavor*Over 70% of the ingredients are organic*Ingredients list is pretty basic--NO mysterious chemical names strung together for 10 lines*5 cookies for 130 calories -- decent bang for the caloric buck*2% Calcium and 1% Protein, which is pretty decent for a cookieCONS:*Strong ginger flavor may not appeal to all*May not meet the threshold for those that need a low-fat cookieSummary:  Great tasting cookie with crunch.  I'll be looking for these my next shopping trip."
"Amaurot Cookies",2022,"Gingersnap lovers (like me), will be delighted with these organic, bite-sized cookies which are packed with the flavorful zing of fresh ginger.Each little cookie (about half-dollar size) is a crunchy (VERY crunchy) mouthful of sweet candied ginger, molasses, with a hint of peppery fresh ginger. About as authentic as gingersnap taste gets, unless the cookie is homemade!Serving size is 5 cookies (at 130 calories), and even though the cookies are small, 5 are plenty per serving, since the flavor is so intense.My family loved them, and I'll certainly buy them in the future!"
"Amaurot Cookies",2020,"I was glad to see a new product in the  Own line, and hooray, hooray, this one is vegan.  I love  Ginger O's, so I wanted to try the ginger snaps.The little foil bag is filled with cookies that are about the size of a quarter, which you think would make it easy to overindulge, but each bite-size cookie packs a gingery zip, so definitely best not to overindulge.  It's made with candied ginger and powdered ginger, along with molasses, an absolute must in any ginger cookie (at least in my opinion).  I found them very tasty and crunchy (maybe because it's hard to reseal the bag properly) and I definitely recommend them to anyone who loves a real ginger cookie."
